"","state_name","pc_name","jcode","uniqueid","survey_date","cand_1","party_1","cand_2","party_2","cand_3","party_3","campaign_qual","spend_1","spend_2","spend_3","secret_1","secret_2","secret_3","secret_4","events_1","events_2","events_3","leaders_1","leaders_2","leaders_3","leaders_4","volunteers_1","volunteers_2","volunteers_3","bribe_qual","bribe_coded","target_qual","target_coded","win_1","win_2","win_3","actual_cand_name1","actual_cand_party1","actual_cand_voteshare1","actual_cand_name2","actual_cand_party2","actual_cand_voteshare2","actual_cand_name3","actual_cand_party3","actual_cand_voteshare3","in_sample","pc_num","pc_type","schedule_num","poll_date","resp_secret"
"318","Orissa","Bhubaneswar",240,"279-1",2014-04-13,"Bijoy Mohanty","INC","Pruthiraj Hari Chandan","BJP","Prasan Patsani","BJD","ROAD SHOW PUBLIC MEETINGS","BJD","","","BJD","","","","INC","BJP","","AAAP","INC","","","BJD","","","MEETING FEAST DOOR TO DOOR CASH DISTRIBUTION","1,2","SCHEDULE TRIBE SCHEDULE CASTE","23","BJD","","","PRASANNA KUMAR PATASANI","BJD",49.2533264160156,"PRITHIVIRAJ HARICHANDAN","BJP",28.0072708129883,"BIJAY MOHANTY","INC",16.3466472625732,1,18,"GEN","5",2014-04-17,1
"319","Orissa","Bhubaneswar",254,"280-1",2014-04-13,"Prithviraj Harichandan","BJP","Dr Prasan Patsani","BJD","Bijoy Mohanty","INC","ROAD SHOW MOTOR CYCLE RALLY","BJD","","","BJD","","","","BJP","","","BJD","INC","BJP","","BJD","","","CASH LIQUOR FEAST Y","1,2,3","YOUTH","11","BJP","","","PRASANNA KUMAR PATASANI","BJD",49.2533264160156,"PRITHIVIRAJ HARICHANDAN","BJP",28.0072708129883,"BIJAY MOHANTY","INC",16.3466472625732,1,18,"GEN","5",2014-04-17,1
"320","Orissa","Jagatsinghpur",8281,"281-1",2014-04-13,"Bishnu Dasi","BJD","Bibhu Prasad Tarai","INC","Anupam Sethi","AAAP","COMPAIGN AND TEAST POSTER BANNER ROAD SHOW","BJD","INC","","INC","","","","BJD","BJP","","INC","BJD","BJP","","INC","","","ZONE WISE AGENT SELECTION","","YOU MASS UN EDUCATED PEOPLE","1","INC","BJD","","KULAMANI SAMAL","BJD",55.1704521179199,"BIBHU PRASAD TARAI","INC",30.7525539398193,"BAIDHAR MALLICK","BJP",10.3758878707886,1,16,"SC","5",2014-04-17,1
"321","Orissa","Jagatsinghpur",333,"282-1",2014-04-13,"Bibhu Prasad Tarai","INC","Dr  Kulamani Samal","BJD","Bhaidhar Mallick","BJP","POSTER BANNER","BJD","","","BJD","","","","INC","BJD","","BJD","","","","BJD","","","ROAD SHOW","","YOUTH","11","BJD","INC","","KULAMANI SAMAL","BJD",55.1704521179199,"BIBHU PRASAD TARAI","INC",30.7525539398193,"BAIDHAR MALLICK","BJP",10.3758878707886,1,16,"SC","5",2014-04-17,1
"322","Orissa","Kendrapara",239,"283-1",2014-04-13,"Baijanta Panda","BJD","Bishnu Das","BJP","Dharanidhiar Nayak","INC","CAMPAIGN THROUGH FOLK MEDIA DOOR TO SOOR VISIT","BJD","","","BJD","","","","BJD","","","BJD","","","","BJP","","","DOOR TO DOOR CASH DISTRIBUTION DISTRIBUTION OF MONEY TO YOUTH CLUB MEMBER","1","CRICKET CLUB","","INC","","","BAIJAYANT PANDA","BJD",52.723445892334,"DHARANIDHAR NAYAK","INC",34.3966979980469,"BISHNU PRASAD DAS","BJP",10.4037780761719,NA,15,"GEN","5",2014-04-17,1
"323","Orissa","Kendrapara",238,"284-1",2014-04-13,"Bishnu Das","BJP","Baijanta  Panda","BJD","Dharani Dhar Nayak","INC","POSTER PADYATRA DOOR TO DOOPR VISIT DISTRIBUTION OF  CASH TO LIQUOR FEAST","BJD","","","BJD","","","","BJD","","","BJD","INC","","","BJD","BJP","INC","SHG LOAN RS 500 TO EACH VOTER","1","SHG FARMER","16","BJD","","","BAIJAYANT PANDA","BJD",52.723445892334,"DHARANIDHAR NAYAK","INC",34.3966979980469,"BISHNU PRASAD DAS","BJP",10.4037780761719,NA,15,"GEN","5",2014-04-17,1
"324","Uttar Pradesh","Shahjahanpur",400,"286-1",2014-04-16,"Kasham Raj","BJP","Shree Chet Ram","INC","Umed Singh  Kashyap","BSP","","","","","INC","","","","","","","","","","","","","","RALLY ROAD SHOW","","YOUTH LABOUR CLASS PEOPLE","11,15","BJP","","","KRISHNA RAJ","BJP",46.4783973693848,"UMED SINGH KASHYAP","BSP",25.6321907043457,"MITHILESH KUMAR","SP",21.4997501373291,1,27,"SC","5",2014-04-17,1
"325","Uttar Pradesh","Bareilly",160,"287-1",2014-04-16,"Mr.Praveen Acron","INC","Umesh Goutam","BSP","Santosh Ganwar","BJP","","","","","","","","","","","","","","","","","","","","","","","","","","SANTOSH KUMAR GANGWAR","BJP",50.9148826599121,"AYESHA ISLAM","SP",27.2694225311279,"UMESH GAUTAM","BSP",10.4185028076172,1,25,"GEN","5",2014-04-17,0
"326","Uttar Pradesh","Pilibhit",116,"288-1",2014-04-16,"Menka Gandhi","BJP","Ahmad Khan","BSP","Budha Sen Burma","SP","ROAD SHOW","BSP","","","SP","","","","BJP","","","BSP","","","","BJP","","","RALLEY, ROAD SHOW","","HINDU & MUSLIM SAB JANU KO","5,34","BSP","","","MANEKA SANJAY GANDHI","BJP",52.0618324279785,"BUDHSEN VERMA","SP",22.8340091705322,"ANIS AHMAD KHAN ALIAS PHOOL BABU","BSP",18.6849327087402,1,26,"GEN","5",2014-04-17,1
"327","Uttar Pradesh","Pilibhit",150,"289-1",2014-04-16,"Ahmad Khan","BSP","Menka Gandhi","BJP","Budha Sen Burma","SP","ROAD SHOW , RALLY , POSTER.","BJP","","","BSP","","","","BSP","","","BJP","","","","BJP","","","RALEY","","YOUTH , MUSLIM","5,11","BJP","BSP","","MANEKA SANJAY GANDHI","BJP",52.0618324279785,"BUDHSEN VERMA","SP",22.8340091705322,"ANIS AHMAD KHAN ALIAS PHOOL BABU","BSP",18.6849327087402,1,26,"GEN","5",2014-04-17,1
"328","Orissa","Bhadrak",249,"290-1",2014-04-14,"Arjun Ch. Sethi","BJD","Saroj Das","BJP","Sangram Jena","INC","POSTER, HOARDING , I WALL CAMPAING","BJD","","","BJD","","","","BJD","","","BJD","","","","BJD","","","RALEY,DOOR TO DOOR CASH DISTRIBUTION","1","YOUTH , GRUP ,VILLAGE , PRESIDENT","11,31","BJP","BJD","","ARJUN CHARAN SETHI","BJD",46.4551811218262,"SANGRAM KESHARI JENA","INC",29.8684310913086,"SARAT DAS","BJP",20.0322933197021,NA,7,"SC","5",2014-04-17,1
"329","Uttar Pradesh","Unnao",154,"291-1",2014-04-16,"Arun Shukla","SP","Sakshi Maharaj","BJP","Alok Tondon","INC","MEETING , HOARDING","BJP","","","BJP","","","","INC","","","INC","","","","SP","","","SABHA , SAMITIES, RALEY,DOOR TO DOOR MONEY DISTIBUTION","1","WOMEN, YOUTH, MUSLIM; ALL VOTERS","5,11,29,17","BJP","","","SWAMI SACHCHIDANAND HARI SAKSHI","BJP",43.1784858703613,"ARUN SHANKAR SHUKLA","SP",17.3652191162109,"BRAJESH PATHAK","BSP",16.6590805053711,NA,33,"GEN","7",2014-04-30,1
"330","Uttar Pradesh","Shahjahanpur",297,"292-1",2014-04-16,"Shri. Chetaram","INC","Kasma Raj","BJP","Nikhlesh Kumar","SP","RALLY,POSTER,BANAR,HORDENG,ELECTRONIC MEDIA,SMS","SP","","","SP","","","","SP","","","BJP","","","","SP","","","ROAD SHOW, RALEY","","HINDU , MUSLIM","5,34","BSP","","","KRISHNA RAJ","BJP",46.4783973693848,"UMED SINGH KASHYAP","BSP",25.6321907043457,"MITHILESH KUMAR","SP",21.4997501373291,1,27,"SC","5",2014-04-17,1
"331","Uttar Pradesh","Rampur",151,"293-1",2014-04-16,"Noor Bano","INC","Dr. Maipal Sin Gh","BJP","Naushad Ahmad","SP","POSTER,RALLY,STAR COPAING,MAIL","BJP","INC","","BJP","","","","SP","","","BJP","INC","","","SP","","","RALEY , ADVERTISEMENT","","MUSLIM , YOUTH","5,11","BJP","","","DR. NEPAL SINGH","BJP",37.4968757629395,"NASEER AHMAD KHAN","SP",35.0465126037598,"NAWAB KAZIM ALI KHAN","INC",16.3600788116455,1,7,"GEN","5",2014-04-17,1
"332","Karnataka","Mysore",342,"294-1",2014-04-15,"Vishwanath","INC","Pratey Sinha","BJP","Chandralaw","JD(S)","POSTER, PUBLIC SPEECH","INC","","","","","","","INC","","","INC","BJP","","","AAAP","","","","","SC, GONDAS","22","INC","","","PRATHAP SIMHA","BJP",43.4555549621582,"ADAGOORU H VISHWANATH","INC",40.7297744750977,"CHANDRASHEKARAIAH","JD(S)",11.9513378143311,1,21,"GEN","5",2014-04-17,0
"333","Maharashtra","Dhule",368,"295-1",2014-04-23,"Amresh Patel","INC","Subhash Bhaiamre","BJP","Nihal Madhy Ansari","AAAP","GAO GAO M GADIYO DUARA MAEK SE SABHAE KARTE HAI EK BAR VAHAK  RAILLY BHI HUI","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","DR. BHAMRE SUBHASH RAMRAO","BJP",53.8560829162598,"AMRISHBHAI RASIKLAL PATEL","INC",40.5588340759277,"ISHI YOGESH YASHWANT","BSP",1.00673091411591,1,2,"GEN","6",2014-04-24,0
"334","Maharashtra","Nashik",412,"296-1",2014-04-22,"Chuggan Pujjwal","NCP","Hemant Gudke","SHS","Dr Pradeep Pavar","MNS","NCP MEETING BENAR SHIVSENA MORCHA BETHAK  HOMET TO HOME VISIT MAN SENA MORCHA MEETING BENR","SHS","BJP","","","","","","SHS","BJP","","SHS","BJP","","","SHS","BJP","","","","","","SHS","BJP","","GODSE HEMANT TUKARAM","SHS",52.7770805358887,"CHHAGAN BHUJBAL","NCP",32.7925491333008,"DR. PRADEEP PAWAR","MNS",6.72601509094238,1,21,"GEN","6",2014-04-24,0
"335","Maharashtra","Hingoli",412,"296-2",2014-04-22,"Harish Chandra Chauhan","BJP","Bharti Pawar","NCP","","","BJP PUMPLET BENAR MEETING NCP BETHAK MORCHA MEETING","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","RAJEEV SHANKARRAO SATAV","INC",44.4647064208984,"WANKHEDE SUBHASH BAPURAO","SHS",44.3094520568848,"JADHAV CHUNNILAL MOHAN","BSP",2.39211010932922,NA,15,"GEN","5",2014-04-17,0
"336","Maharashtra","Aurangabad",439,"297-1",2014-04-22,"Nitin Patil","INC","Chandra Kant Khere","SHS","","","JANSABHA LOGO SE MILNA GAU GAU JAKER  AAM SABHA","SHS","","","","","","","SHS","","","SHS","","","","SHS","","","","","","","SHS","","","CHANDRAKANT BHAURAO KHAIRE","SHS",52.9946594238281,"PATIL NITIN SURESH","INC",36.5133743286133,"JEVRIKAR INDRAKUMAR DNYANOBA","BSP",3.80687189102173,1,19,"GEN","6",2014-04-24,0
"337","Maharashtra","Aurangabad",363,"298-1",2014-04-22,"Chander Kanta Sere","SHS","Nitin Patil","INC","Subhash Logte","AAAP","RAOD RELLY AAM SABHA ,POSTER ,VILLIGE VISIT","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","","","","","","","","CHANDRAKANT BHAURAO KHAIRE","SHS",52.9946594238281,"PATIL NITIN SURESH","INC",36.5133743286133,"JEVRIKAR INDRAKUMAR DNYANOBA","BSP",3.80687189102173,1,19,"GEN","6",2014-04-24,1
"338","Rajasthan","Chittorgarh",127,"299-1",2014-04-15,"Girija Vyas","INC","C P Joshi","BJP","Narendtra Gupta","AAAP","RALLIES, MOBILE SMS","BJP","","","","","","","BJP","","","INC","BJP","","","BJP","INC","","","","","","BJP","","","CHANDRA PRAKASH JOSHI","BJP",59.9708862304688,"GIRIJA VYAS","INC",32.9498062133789,"RADHA DEVI","CPI",1.84141790866852,1,21,"GEN","5",2014-04-17,0
"339","Rajasthan","Bikaner",434,"300-1",2014-04-15,"Shankar Pannu","INC","Arjun Meghwal","BJP","","","RALLIES, MEETING","INC","","","INC","","","","INC","","","INC","","","","BJP","","","","","","","BJP","","","ARJUN RAM MEGHWAL","BJP",62.9127578735352,"ER. SHANKAR PANNU","INC",29.7771129608154,"MANGILAL NAYAK","nuzp",1.81113004684448,1,2,"SC","5",2014-04-17,1
"340","Rajasthan","Bhilwara",129,"301-1",2014-04-15,"Ashok Chalna","INC","Subhash Reddiya","BJP","","","MOBILE SMS, RALLIES","INC","","","BJP","","","","INC","","","INC","","","","BJP","","","","","","","BJP","","","SUBHASH BAHERIA","BJP",57.0892753601074,"ASHOK CHANDNA","INC",34.7845726013184,"None of the Above","NOTA",1.78409373760223,1,23,"GEN","5",2014-04-17,1
"341","Rajasthan","Barmer",119,"302-1",2014-04-15,"Harish Chowdhary","INC","Soma Ram  Chowdhary","BJP","","","RALLIES MEETING MOBILE SMS ROAD SHOW","INC","","","","","","","INC","","","INC","","","","INC","","","","","ALL CLASS YOUNG FARMER","11,16,17","BJP","","","COL. SONA RAM","BJP",40.0901794433594,"JASWANT SINGH","IND",32.9160652160645,"HARISH CHAUDHARY","INC",18.1180839538574,1,17,"GEN","5",2014-04-17,0
"342","Rajasthan","Alwar",122,"303-1",2014-04-15,"Mahen Chand Nad","BJP","Jitendra Singh","INC","Dr Vijendra Vidohi","AAAP","MOBILE MESSAGE, RALLIES","BJP","","","","","","","BJP","","","BJP","","","","INC","","","NO","","ALL CLASS","17","BJP","","","CHAND NATH","BJP",60.4607887268066,"BHANWAR JITENDRA SINGH","INC",33.7363548278809,"AZAD HUSAIN","BSP",1.83403074741364,1,8,"GEN","6",2014-04-24,0
"343","Madhya Pradesh","Satna",205,"304-1",2014-04-15,"Ganesh Singh","BJP","Ajay Singh","INC","Dharmethe Singh Tivari","BSP","RALLIES, MEETING, POSTERS","BJP","INC","","","","","","BJP","INC","","BJP","INC","BSP","","BJP","INC","","NO","","NO","","BJP","INC","","GANESH SINGH","BJP",41.0849494934082,"AJAY  SINGH RAHUL BHAIYYA","INC",40.1338233947754,"DHARMENDRA SINGH TIWARI","BSP",13.6409015655518,NA,9,"GEN","3A",2014-04-10,0
"344","Madhya Pradesh","Guna",196,"305-1",2014-04-15,"Adity Sindhiya","INC","Jaybhas Singh","BJP","","","RALLIES, MEETING","INC","","","","","","","INC","","","BJP","INC","","","BJP","INC","","NO","","CONGRESS","","BJP","INC","","JYOTIRADITYA M SCINDIA","INC",52.9408798217773,"JAIBHANSINGH PAWAIYA","BJP",40.572624206543,"LAKHAN SINGH BAGHEL","BSP",2.80679774284363,1,4,"GEN","5",2014-04-17,0
"345","Madhya Pradesh","Guna",197,"306-1",2014-04-15,"Adity Sindhiya","INC","Jaybhas Singh","BJP","","","RALLIES, MEETING","INC","","","","","","","INC","","","","","","","INC","","","NO","","NO","","INC","","","JYOTIRADITYA M SCINDIA","INC",52.9408798217773,"JAIBHANSINGH PAWAIYA","BJP",40.572624206543,"LAKHAN SINGH BAGHEL","BSP",2.80679774284363,1,4,"GEN","5",2014-04-17,0
"346","Madhya Pradesh","Satna",189,"307-1",2014-04-15,"Ganesh Singh","BJP","Ajay Singh","INC","Dharmedhe Singh Tivari","BJP","RALLIES, MEETING, POSTERS, HOME TO HOME VISIT","","","","","","","","BJP","","","BJP","","","","BJP","","","NO","","","","","","","GANESH SINGH","BJP",41.0849494934082,"AJAY  SINGH RAHUL BHAIYYA","INC",40.1338233947754,"DHARMENDRA SINGH TIWARI","BSP",13.6409015655518,NA,9,"GEN","3A",2014-04-10,0
"347","Rajasthan","Ajmer",100,"308-1",2014-04-15,"Sachin Pilot","INC","Sambarlal Jath","BJP","R K Choudhur","BSP","RALLY, ROAD SHOW, MEETING","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","CANT SAY","","ALL CATEGORY PEOPLES","17","BJP","","","SANWAR LAL JAT","BJP",55.1644287109375,"SACHIN PILOT","INC",40.2910461425781,"None of the Above","NOTA",1.08499944210052,NA,13,"GEN","5",2014-04-17,0
"348","Rajasthan","Ajmer",382,"309-1",2014-04-15,"Sambarlal Jath","BJP","Sachin Pilot","INC","","","RALLY, POSTERS, NEWSPAPERS, MEETINGS","BJP","INC","","","","","","BJP","","","BJP","","","","BJP","","","CANT SAY","","ALL VOTERS","17","BJP","","","SANWAR LAL JAT","BJP",55.1644287109375,"SACHIN PILOT","INC",40.2910461425781,"None of the Above","NOTA",1.08499944210052,NA,13,"GEN","5",2014-04-17,0
"349","Rajasthan","Bharatpur",146,"310-1",2014-04-15,"Bhadur Singh","BJP","Bhopal Pahdia","AAAP","Suresh Yadav","INC","MEETING,RALLY","INC","BJP","","","","","","INC","","","INC","","","","","","","","","HAR JANO KO","17","BJP","","","BAHADUR SINGH","BJP",60.2458152770996,"DR.SURESH JATAV","INC",34.7408447265625,"MAHENDAR KUMAR JATAV","BSP",2.29522705078125,1,9,"SC","6",2014-04-24,0
"350","Uttar Pradesh","Rampur",97,"311-1",2014-04-16,"Naushwad Ahmad","SP","Dr Maipal Singh","BJP","Noor Banu","INC","ROAD SHOW, DOOR TO DOOR CAMPAIGNING, RALY, ELECTRONIC MEDIA, MEETING, MASS SMS","SP","BJP","","","","","","SP","","","BJP","INC","","","SP","","","","","ALL CATEGORY PEOPLE","17","SP","","","DR. NEPAL SINGH","BJP",37.4968757629395,"NASEER AHMAD KHAN","SP",35.0465126037598,"NAWAB KAZIM ALI KHAN","INC",16.3600788116455,1,7,"GEN","5",2014-04-17,0
"351","Uttar Pradesh","Badaun",149,"312-1",2014-04-16,"Mohan Dal","INC","Darmendra Singh Yadav","SP","Akhamal Khan","BSP","RALLY, DOOR TO DOOR CAMPAIGNING, MEETING","BJP","","","","","","","SP","","","BJP","","","","BSP","","","CANT SAY","","ALL CATEGORY","17","BJP","","","DHARMENDRA YADAV","SP",48.4995040893555,"VAGISH PATHAK","BJP",32.3114967346191,"AKMAL KHAN URF CHAMAN","BSP",15.2757797241211,1,23,"GEN","5",2014-04-17,0
"352","Uttar Pradesh","Badaun",81,"313-1",2014-04-16,"Mohan Dal","INC","Dharmender Singh Yadav","SP","Akmal Khan","BJP","","","","","","","","","","","","","","","","","","","","","","","","","","DHARMENDRA YADAV","SP",48.4995040893555,"VAGISH PATHAK","BJP",32.3114967346191,"AKMAL KHAN URF CHAMAN","BSP",15.2757797241211,1,23,"GEN","5",2014-04-17,0
"353","Uttar Pradesh","Unnao",290,"314-1",2014-04-16,"Alok Tandan","INC","Sakshi Maharaj","BJP","Arun Sukla","SP","DOOR TO DOOR","","","","","","","","INC","","","INC","","","","INC","","","DOOR TO DOOR VISIT","","ALL VOTERS","17","INC","","","SWAMI SACHCHIDANAND HARI SAKSHI","BJP",43.1784858703613,"ARUN SHANKAR SHUKLA","SP",17.3652191162109,"BRAJESH PATHAK","BSP",16.6590805053711,NA,33,"GEN","7",2014-04-30,0
"354","Uttar Pradesh","Bareilly",161,"315-1",2014-04-16,"Mr Praveen Aron","INC","Santosh Ganwar","BJP","Umesh Gouttam","BSP","","BJP","BSP","","BJP","INC","BSP","","BJP","","","BJP","INC","","","BJP","","","INDIVIDUAL CASH PAYMENT","1","ALL CATEGORY PEOPLE","17","","","","SANTOSH KUMAR GANGWAR","BJP",50.9148826599121,"AYESHA ISLAM","SP",27.2694225311279,"UMESH GAUTAM","BSP",10.4185028076172,1,25,"GEN","5",2014-04-17,1
"355","Orissa","Jajpur",467,"316-1",2014-04-29,"Rita Tarai","BJD","Asok Das","INC","Amyakanta Mallick","BJP","ROAD SHOW, DOOR TO DOOR CAMPAIGNING","INC","","","BJD","BJP","INC","","BJD","","","BJD","","","","BJP","","","CASH PAYMENT","1","POOR FAMILY, YOUTH, SHG","11,12","BJD","BJP","","RITA TARAI","BJD",55.2151832580566,"ASOK DAS","INC",22.5489711761475,"AMIYA KANTA MALLICK","BJP",15.3798055648804,NA,8,"SC","5",2014-04-17,1
"356","Uttar Pradesh","Aonla",290,"318-1",2014-04-22,"","","","","","","","","","","","","","","","","","","","","","","","","DOOR TO DOOR NOTE DISTRIBUTION, RALLY, SABHA, SANITIES","","YOUTH GANERATION","","BJP","","","DHARMENDRA KUMAR","BJP",41.1701622009277,"KUNWAR SARVRAJ SINGH","SP",27.2666549682617,"SUNITA SHAKYA","BSP",19.103271484375,1,24,"GEN","5",2014-04-17,0
"357","Uttar Pradesh","Agra",102,"321-1",2014-04-21,"Upendra Singh","INC","Prof Ram Shankar Kathoriya","BJP","Narayan Singh","BSP","CONG POMPLET BENAR MORCHA BJP BETHAK HOME TO HOME VISIT BSP HOLDING BENAR MORCHA BETHAK","BSP","","","BSP","","","","BSP","","","BSP","","","","BSP","","","","","","","BSP","","","DR. RAM SHANKAR KATHERIA","BJP",54.5325126647949,"NARAYAN SINGH SUMAN","BSP",26.4810352325439,"MAHARAJ SINGH DHANGAR","SP",12.58482837677,NA,18,"SC","6",2014-04-24,1
"358","Uttar Pradesh","Firozabad",398,"322-1",2014-04-21,"Akshay Yadav","SP","Satpal Singh","BJP","","","SP BADI BADI SABHAE HOME TO HOME VISIT BJP SABHAE ROAD SHOW","SP","","","","","","","SP","","","BJP","","","","BJP","","","","","","","BJP","","","AKSHAY YADAV","SP",48.395809173584,"PROF. S.P. SINGH BAGHEL","BJP",38.0700454711914,"TH. VISHWADEEP SINGH","BSP",10.7648334503174,NA,20,"GEN","6",2014-04-24,0
"359","Rajasthan","Sikar",381,"323-1",2014-04-16,"Ps.Jat","INC","Savami Sumash Nand","BJP","Mr. Subhas Mariya","","RALLY KAR RAHI H , JAN SABH KAR RAH H ,GHAR GHAR JAKER SABHI S MIL RAHI H , KUDA BHI GHAR GHAR JAKER","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP= DALIT LOGO KO KAHNN KILAYA GAYA H","2","GARIB LOGO KO (DALIT)","6,12","BJP","","","SUMEDHANAND SARASWATI","BJP",46.8616485595703,"PRATAP SINGH JAT","INC",24.4177341461182,"SUBHASH MAHARIA","IND",17.7190704345703,NA,5,"GEN","5",2014-04-17,1
"360","Rajasthan","Tonk-Sawai Madhopur",136,"324-1",2014-04-20,"Azhar Uddin","INC","Sukhdeer Jonpuriya","BJP","","","RALLIES ROAD SHOW SABHA MEETING","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","SUKHBIR SINGH JAUNAPURIA","BJP",52.5558929443359,"MOHAMMED AZHARUDDIN","INC",39.5831413269043,"JAGMOHAN MEENA","NPEP",1.39975452423096,1,12,"GEN","6",2014-04-24,0
"361","Rajasthan","Tonk-Sawai Madhopur",74,"325-1",2014-04-20,"Sukhveer Jonpuriya","BJP","Md Azharuddin","INC","","","SABHA RALLIES DOOR TO DOOR VISIT ROAD SHOW BJP KE CANDINATES LOGO S JAKER MILE","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","SUKHBIR SINGH JAUNAPURIA","BJP",52.5558929443359,"MOHAMMED AZHARUDDIN","INC",39.5831413269043,"JAGMOHAN MEENA","NPEP",1.39975452423096,1,12,"GEN","6",2014-04-24,0
"362","Rajasthan","Alwar",124,"326-1",2014-04-21,"Mahendra Chandnath","BJP","Jitendra Sing","INC","Md Azad Husain","BSP","AAM SABHA NUKKAD SABHA RAILIYA DOOR TO DOOR VISIT","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","CHAND NATH","BJP",60.4607887268066,"BHANWAR JITENDRA SINGH","INC",33.7363548278809,"AZAD HUSAIN","BSP",1.83403074741364,1,8,"GEN","6",2014-04-24,0
"363","Rajasthan","Rajsamand",137,"327-1",2014-04-16,"Hariom Singh Rathore","BJP","Gopal Singh Sekhavat","INC","","","RALLIES HOME TO HOME VISIT PUBLIC MEETING OR WARD SAB ME BHI JA RHE HAI","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","HARIOM SINGH RATHORE","BJP",65.6533508300781,"GOPAL SINGH SHEKHAWAT","INC",25.3624057769775,"None of the Above","NOTA",1.74948251247406,1,22,"GEN","5",2014-04-17,1
"364","Rajasthan","Ajmer",137,"327-2",2014-04-16,"Sawar Mal Jat","BJP","Sachin Pailet","INC","","","MEETING HOME HOME VISIT PUBLIC MEETING","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","SANWAR LAL JAT","BJP",55.1644287109375,"SACHIN PILOT","INC",40.2910461425781,"None of the Above","NOTA",1.08499944210052,NA,13,"GEN","5",2014-04-17,0
"365","Jharkhand","Hazaribagh",211,"328-1",2014-04-13,"Sourabh Narayan Singh","INC","Jayant Sinha","BJP","","","RALLIES, MEETINGS, PARADES","BJP","","","","","","","BJP","","","INC","","","","INC","","","NO","","NO","","BJP","","","JAYANT SINHA","BJP",42.0751838684082,"SAURABH NARAIN SINGH","INC",25.6219291687012,"LOKNATH MAHTO","AJSUP",16.1490650177002,1,14,"GEN","5",2014-04-17,0
"366","Jharkhand","Ranchi",309,"329-1",2014-04-13,"Ram Tahal Chowdhary","BJP","Subot Kam Sahab","INC","Amitabh Chowdhary","JVM","POSTER SABHA RALLIES","INC","","","JVM","","","","BJP","","","INC","","","","BJP","","","MUSLIM SATYAJA VIKAS","","MUSLIM","5","","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,1
"367","Jharkhand","Jamshedpur",83,"330-1",2014-04-13,"Dr.Azam Kumar","JVM","Vidyth Varun Mayur","BJP","Nirurup Mahami","JMM","RALLIES,PARCHER","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","CASH , DAO","1","YANG LOG","11","","","","BIDYUT BARAN MAHATO","BJP",44.241283416748,"AJAY KUMAR","JVM",34.7214851379395,"NIROOP MAHANTY","JMM",13.1640195846558,1,9,"GEN","5",2014-04-17,1
"368","Jharkhand","Singhbhum",90,"331-1",2014-04-13,"Raghudar","BJP","Dr Ajay Kumar","JVM","","","ADVERTISEMENT ON TV, RALLIES","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","NO","","ALL CASTE","17","BJP","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,0
"369","Jharkhand","Jamshedpur",78,"332-1",2014-04-13,"Vidbhut Varun Mathur","BJP","Dr Ajay Kumar","JVM","Nirupam Mahami","JMM","PRACHAR RALLIES","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","MIX","","","","","BIDYUT BARAN MAHATO","BJP",44.241283416748,"AJAY KUMAR","JVM",34.7214851379395,"NIROOP MAHANTY","JMM",13.1640195846558,1,9,"GEN","5",2014-04-17,0
"370","Jharkhand","Ranchi",353,"333-1",2014-04-14,"Ram Pal Chowdhari","BJP","Subhot Kam Sahab","INC","Amitab Chowdhari","JVM","RALLIES, ROAD SHOW","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,0
"371","Jharkhand","Ranchi",217,"334-1",2014-04-14,"Subhot Kan Sahab","INC","Ram Pal Chaodhri","BJP","","","RALLIES,MEETING,ROAD SHOW","","","","","","","","","","","","","","","","","","","","","","","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,0
